Date Of Stop	Time Of Stop	Description	Accident	Personal Injury	Property Damage	Fatal	State	VehicleType	Year	Make	Model	Color	Violation Type	Charge	Race	Gender	Driver State	DL State
07/02/2014	21:33:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	2003	HOND	4S	RED	Citation	13-401(h)	BLACK	F	MD	MD
07/02/2014	20:21:00	PERSON DRIVING ON HWY. VEH WITH VISIBLE BLUE LAMP	No	No	No	No	MD	02 - Automobile	2002	FORD	EXPLORER	GREEN	Citation	22-227(b)	HISPANIC	M	DC	MD
07/02/2014	21:07:00	DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION	No	No	No	No	MD	02 - Automobile	2006	NISSAN	SENTRA	SILVER	Citation	16-101(a)	HISPANIC	F	MD	MD
07/02/2014	13:43:00	FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR	No	No	No	No	MD	02 - Automobile	2002	ACURA	2S	BLACK	Citation	13-411(a)	WHITE	M	MD	MD
07/02/2014	16:33:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	2010	MAZDA	3 4DR	MAROON	Citation	21-201(a1)	OTHER	M	MD	MD
07/02/2014	20:22:00	DRIVER MAKING IMPROPER LEFT TURN AT RED SIGNAL	No	No	No	No	MD	02 - Automobile	2010	ACURA	TL	GRAY	Warning	21-202(i2)	WHITE	F	MD	MD
07/02/2014	05:12:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY	No	No	No	No	MD	02 - Automobile	2014	TOYOTA	CAMRY	GRAY	Warning	21-801(a)	OTHER	M	MD	MD
07/02/2014	22:47:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	VA	02 - Automobile	2007	INFINITI	M35X	BLUE	Warning	21-201(a1)	WHITE	M	VA	VA
07/02/2014	17:55:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	2005	TOYOTA	COROLLA	BLUE	Warning	21-201(a1)	BLACK	F	MD	MD
07/02/2014	21:11:00	HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION	No	No	No	No	MD	02 - Automobile	2003	FORD	2S	GREEN	Citation	16-105(b1)	HISPANIC	M	MD	MD
07/02/2014	21:52:00	DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN	No	No	No	No	MD	02 - Automobile	2009	HONDA	PILOT	GRAY	Warning	21-202(i1)	HISPANIC	M	MD	MD
07/02/2014	19:27:00	EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH	No	No	No	No	MD	02 - Automobile	2010	DODGE	CHARGER	GREEN	Warning	21-801.1	BLACK	M	MD	MD
07/02/2014	22:16:00	DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS	No	No	No	No	MD	01 - Motorcycle	2002	KIA	SPECTRA	GRAY	Citation	13-411(d)	HISPANIC	M	MD	MD
07/02/2014	12:25:00	PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE	No	No	No	No	MD	02 - Automobile	2001	MITSUBISHI	MIRAGE	GREEN	Citation	16-303(c)	BLACK	M	MD	MD
07/02/2014	20:29:00	DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS	No	No	No	No	MD	02 - Automobile	2012	FORD	MUSTANG	BLACK	Citation	13-411(d)	HISPANIC	M	MD	MD
07/02/2014	09:35:00	KNOWINGLY DRIVING UNINSURED VEHICLE	No	No	No	No	MD	02 - Automobile	2008	INFINITI	EX35	BLACK	Citation	17-107	BLACK	M	MD	MD
07/02/2014	04:29:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY	No	No	No	No	MD	02 - Automobile	2013	HONDA	CIVIC	SILVER	Warning	21-801(a)	ASIAN	M	MD	MD
07/02/2014	10:45:00	TAILLIGHTS (*)	No	No	No	No	MD	02 - Automobile	2000	FORD	TK	GREEN	ESERO	56*	HISPANIC	M	MD	MD
07/02/2014	14:54:00	OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY	No	Yes	No	No	MD	01 - Motorcycle	1994	SUZUKI	GSX600F	BLACK	Citation	13-401(b1)	BLACK	M	DC	DC
07/02/2014	07:06:00	FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR	No	No	No	No	MD	02 - Automobile	1994	ACUR	4S LEGEND	GOLD	Warning	13-411(a)	BLACK	M	MD	MD
07/02/2014	18:48:00	EXCEEDING MAXIMUM SPEED: 63 MPH IN A POSTED 40 MPH ZONE	No	No	No	No	MD	02 - Automobile	2007	BMW	4S	SILVER	Citation	21-801.1	OTHER	M	MD	MD
07/02/2014	13:56:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	2004	LEXS	SU	BLACK	Warning	21-201(a1)	OTHER	F	MD	MD
07/02/2014	21:15:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	1999	VOLK	4S	WHITE	Warning	13-401(h)	BLACK	F	MD	MD
07/02/2014	20:11:00	STOP LIGHTS (*)	No	No	No	No	MD	06 - Heavy Duty Truck	2008	MITS	TK	WHITE	ESERO	64*	BLACK	M	DC	DC
07/02/2014	05:27:00	DRIVER CHANGING LANES WHEN UNSAFE	No	No	No	No	MD	02 - Automobile	2007	CHEVROLET	IMPALA	BLACK	Citation	21-309(b)	WHITE	F	OH	OH
07/02/2014	07:14:00	DRIVING A MOTOR VEH WITHOUT A VALID MEDICAL EXAMINERS CERTIFICATE IN POSSESSION	No	No	No	No	MD	05 - Light Duty Truck	1995	FORF	F350XL	RED	Citation	11-391.41(a)	HISPANIC	M	MD	MD
07/02/2014	17:27:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	2009	INFI	4S	GRAY	Citation	21-201(a1)	WHITE	M	MD	MD
07/02/2014	01:50:00	DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING	No	No	No	No	MD	02 - Automobile	2000	NISSAN	XTERRA	BLUE	Citation	21-204(d)	ASIAN	M	MD	MD
07/02/2014	22:37:00	MOTOR VEH. W/O REQUIRED STOP LAMPS EQUIPMENT	No	No	No	No	MD	02 - Automobile	2000	ISUZU	RODEO	GREEN, DK	Warning	22-206(a)	HISPANIC	M	MD	MD
07/02/2014	09:45:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	2002	NISSAN	SENTRA	BLACK	Warning	13-401(h)	BLACK	M	PA	PA
07/02/2014	10:45:00	DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION	No	No	No	No	MD	02 - Automobile	2000	FORD	TK	GREEN	Citation	21-1124.2(d2)	HISPANIC	M	MD	MD
07/02/2014	18:44:00	PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE	No	No	No	No	MD	02 - Automobile	2000	HONDA	ACCORD	WHITE	Citation	16-303(c)	WHITE	F	MD	MD
07/02/2014	13:49:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	2014	TOYOTA	VN	GRAY	Warning	21-201(a1)	WHITE	M	MD	MD
07/02/2014	00:45:00	DRIVER FAILURE TO STOP AT STOP SIGN LINE	No	No	No	No	MD	02 - Automobile	2002	CHEV	TRAIL BLAZER	SILVER	Citation	21-707(a)	HISPANIC	M	MD	MD
07/02/2014	22:40:00	WINDOW TINT	No	No	No	No	MD	02 - Automobile	2011	DODGE	CHARGER	WHITE	ESERO	61	BLACK	M	MD	MD
07/02/2014	08:32:00	FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND	No	No	No	No	MD	02 - Automobile	2003	TOYOTA	CAMRY	WHITE	Warning	16-112(c)	BLACK	F	MD	MD
07/02/2014	04:46:00	FAILURE OF DRIVER TO SLOW TO A REASONABLE AND PRUDENT SPEED WHILE PASSING STOPPED EMERG. VEH.	No	No	No	No	MD	02 - Automobile	2011	TOYOTA	CAMRY	SILVER	Warning	21-405(e2)	HISPANIC	M	MD	MD
07/02/2014	22:20:00	DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION	No	No	No	No	MD	02 - Automobile	2003	HONDA	CRV	GREEN, DK	Citation	16-101(a)	HISPANIC	M	MD	MD
07/02/2014	09:54:00	DRIVER FAILURE TO STOP AT STOP SIGN LINE	No	No	No	No	MD	02 - Automobile	2013	NISS	CUBE	BROWN	Citation	21-707(a)	WHITE	M	MD	MD
07/02/2014	02:51:00	DRIVER MAKING IMPROPER TURN AT INTERSECTION	No	No	No	No	DC	02 - Automobile	1997	GMC	SAVANA	BLACK	Warning	21-604(a)	BLACK	M	DC	DC
07/02/2014	01:53:00	DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE	No	No	No	No	MD	02 - Automobile	2014	SCION	TC	BLUE	Warning	21-204(b)	HISPANIC	M	MD	MD
07/02/2014	00:28:00	DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE	No	No	No	No	MD	02 - Automobile	2010	CHEVROLET	SUV	SILVER	Citation	21-902(a2)	WHITE	F	MD	MD
07/02/2014	10:22:00	OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY	No	No	No	No	MD	02 - Automobile	2003	TOYOTA	COROLLA	GOLD	Warning	13-401(b1)	HISPANIC	F	MD	MD
07/02/2014	20:11:00	TIRES	No	No	No	No	MD	06 - Heavy Duty Truck	2008	MITS	TK	WHITE	ESERO	51	BLACK	M	DC	DC
07/02/2014	20:39:00	TAILLIGHTS (*)	No	No	No	No	MD	02 - Automobile	2007	CHEV	4S	SILVER	ESERO	56*	BLACK	M	MD	MD
07/02/2014	16:38:00	FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION	No	No	No	No	MD	02 - Automobile	2013	CHEVROLET	EQUINOX	RED	Citation	21-801(b)	BLACK	F	MD	MD
07/02/2014	23:09:00	FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND	No	No	No	No	MD	02 - Automobile	2003	TOYOTA	4RUNNER	SILVER	Warning	22-201.1	BLACK	M	MD	MD
07/02/2014	03:14:00	DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION	No	No	No	No	MD	02 - Automobile	2005	TOYOTA	COROLLA	RED	Warning	22-204(f)	WHITE	F	VA	VA
07/02/2014	22:59:00	PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103	No	No	No	No	MD	02 - Automobile	1999	DODGE	TK	BLUE	Citation	16-303(h)	HISPANIC	M	MD	MD
07/02/2014	01:29:00	FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND	No	No	No	No	MD	02 - Automobile	2007	TOYT	SW	BLUE, LIGHT	Warning	22-201.1	BLACK	M	MD	MD
07/02/2014	19:43:00	DRIVE ACROSS PRIVATE PROPERTY FOR THE PURPOSE OF AVOIDING TRAFFIC CONTROL DEVICE	No	No	No	No	MD	02 - Automobile	1996	CHEVROLET	SILVERADO	BLACK	Warning	21-201(a2)	HISPANIC	M	MD	MD
07/02/2014	19:52:00	HEADLIGHTS (*)	No	No	No	No	MD	02 - Automobile	2001	HONDA	ACCORD	RED	ESERO	55*	BLACK	M	MD	MD
07/02/2014	22:59:00	DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE	No	No	No	No	MD	02 - Automobile	1999	DODGE	TK	BLUE	Citation	21-902(a2)	HISPANIC	M	MD	MD
07/02/2014	15:16:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED	No	No	No	No	MD	02 - Automobile	1995	FORD	2S	SILVER	Citation	21-801(a)	WHITE	M	MD	MD
07/02/2014	07:14:00	BACK-UP LAMP (*)	No	No	No	No	MD	05 - Light Duty Truck	1995	FORF	F350XL	RED	ESERO	83*	HISPANIC	M	MD	MD
07/02/2014	10:22:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	2003	TOYOTA	COROLLA	GOLD	Warning	13-401(h)	HISPANIC	F	MD	MD
07/02/2014	12:25:00	FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND	No	No	No	No	MD	02 - Automobile	2001	MITSUBISHI	MIRAGE	GREEN	Citation	16-112(c)	BLACK	M	MD	MD
07/02/2014	18:44:00	FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS	No	No	No	No	MD	02 - Automobile	2000	HONDA	ACCORD	WHITE	Citation	16-116(a)	WHITE	F	MD	MD
07/02/2014	16:15:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	Yes	No	MD	05 - Light Duty Truck	2004	DODGE	DAKOTA	SILVER	Warning	13-401(h)	WHITE	M	MD	MD
07/02/2014	08:36:00	PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103	No	No	No	No	MD	02 - Automobile	2000	TOYOTA	SOLARA	BLACK	Citation	16-303(h)	BLACK	M	MD	MD
07/02/2014	19:52:00	DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT	No	No	No	No	MD	02 - Automobile	2001	HONDA	ACCORD	RED	Warning	23-104	BLACK	M	MD	MD
07/02/2014	02:15:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	2005	MAZDA	3	BLACK	Citation	13-401(h)	OTHER	M	VA	VA
07/02/2014	23:28:00	PASSENGER AGE 16 OR MORE IN OUTBOARD FRONT SEAT OF MOTOR VEHICLE WITHOUT SEATBELT RESTRAINT	No	No	No	No	MD	02 - Automobile	2004	FORD	CV	BLUE	Warning	22-412.3(c2)	BLACK	M	MD	MD
07/02/2014	02:15:00	OWNER FAILURE TO MAINTAIN REQUIRED SECURITY FOR VEH. DURING REG. PERIOD	No	No	No	No	MD	02 - Automobile	2005	MAZDA	3	BLACK	Citation	17-104	OTHER	M	VA	VA
07/02/2014	13:15:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	2000	FORD	2DR	SILVER	Warning	21-201(a1)	BLACK	F	MD	MD
07/02/2014	00:28:00	DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL	No	No	No	No	MD	02 - Automobile	2010	CHEVROLET	SUV	SILVER	Citation	21-902(a1)	WHITE	F	MD	MD
07/02/2014	16:33:00	PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE	No	No	No	No	MD	02 - Automobile	2010	MAZDA	3 4DR	MAROON	Citation	16-303(c)	OTHER	M	MD	MD
07/02/2014	22:19:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	2006	DODG	VN	BLUE	Warning	13-401(h)	BLACK	M	MD	MD
07/02/2014	22:52:00	DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL	No	No	No	No	MD	02 - Automobile	2013	ACURA	4S	WHITE	Warning	21-202(h1)	WHITE	M	MD	MD
07/02/2014	21:47:00	OUT HEADLIGHT INOPERATIVE	No	No	No	No	VA	02 - Automobile	2000	HONDA	ACCORD	SILVER	Warning	11-393.9	WHITE	M	VA	VA
07/02/2014	21:08:00	DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL	No	No	No	No	MD	02 - Automobile	2002	FORD	E150 VAN	WHITE	Citation	21-202(h1)	WHITE	M	MD	MD
07/02/2014	14:04:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	2011	TOYT	VN	SILVER	Warning	21-201(a1)	HISPANIC	M	MD	MD
07/02/2014	16:33:00	DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION	No	No	No	No	MD	02 - Automobile	2010	MAZDA	3 4DR	MAROON	Citation	16-101(a)	OTHER	M	MD	MD
07/02/2014	02:15:00	KNOWINGLY DRIVING UNINSURED VEHICLE	No	No	No	No	MD	02 - Automobile	2005	MAZDA	3	BLACK	Citation	17-107	OTHER	M	VA	VA
07/02/2014	20:36:00	DRIVER FAILURE TO STOP AT STOP SIGN LINE	No	No	No	No	MD	02 - Automobile	2008	CHRYSLER	VAN	BLUE, LIGHT	Citation	21-707(a)	BLACK	M	MD	MD
07/02/2014	18:02:00	DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION	No	No	No	No	MD	02 - Automobile	2005	TOYT	TACOMA	RED	Warning	21-1124.2(d2)	HISPANIC	M	MD	MD
07/02/2014	13:25:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	DC	02 - Automobile	2006	HONDA	ACCORD	GREEN	Warning	21-201(a1)	HISPANIC	F	DC	DC
07/02/2014	07:06:00	DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY.	No	No	No	No	MD	02 - Automobile	1994	ACUR	4S LEGEND	GOLD	Warning	21-801(a)	BLACK	M	MD	MD
07/02/2014	12:25:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	03 - Station Wagon	1998	TOYOTA	RAV4	RED	Citation	13-401(h)	BLACK	M	MD	MD
07/02/2014	07:06:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	No	No	No	No	MD	02 - Automobile	1994	ACUR	4S LEGEND	GOLD	Warning	21-801.1	BLACK	M	MD	MD
07/02/2014	19:56:00	DRIVER FAILURE TO STOP AT STOP SIGN LINE	No	No	No	No	MD	02 - Automobile	1999	TOYOTA	CAMRY	GREEN	Warning	21-707(a)	OTHER	M	MD	MD
07/02/2014	08:50:00	OPERATOR NOT RESTRAINED BY SEATBELT	No	No	No	No	MD	02 - Automobile	2007	VW	GTI	RED	Warning	22-412.3(b)	WHITE	M	MD	MD
07/02/2014	23:09:00	FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER	No	No	No	No	MD	02 - Automobile	2003	TOYOTA	4RUNNER	SILVER	Warning	13-409(b)	BLACK	M	MD	MD
07/02/2014	14:46:00	DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE	No	No	No	No	MD	02 - Automobile	2012	KIA	4S	SILVER	Warning	13-411(f)	BLACK	M	MD	MD
07/02/2014	14:54:00	DRIVING VEHICLE ON HIGHWAY WITH AN EXPIRED LICENSE	No	Yes	No	No	MD	01 - Motorcycle	1994	SUZUKI	GSX600F	BLACK	Citation	16-115(g)	BLACK	M	DC	DC
07/02/2014	20:36:00	OPER VEH WITH OUT STOP LIGHT/BRAKE LIGHT	No	No	No	No	MD	02 - Automobile	2008	CHRYSLER	VAN	BLUE, LIGHT	Warning	22-206(a)	BLACK	M	MD	MD
07/02/2014	13:26:00	STOP LIGHTS (*)	No	No	No	No	MD	02 - Automobile	2004	DODGE	STRATUS	BLACK	ESERO	64*	HISPANIC	F	MD	MD
07/02/2014	17:06:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	2000	TOYO	4S	SILVER	Citation	21-201(a1)	WHITE	M	MD	MD
07/02/2014	21:46:00	DRIVER FAILURE TO STOP AT STOP SIGN LINE	No	No	No	No	MD	02 - Automobile	2008	HONDA	CIVIC	BRONZE	Warning	21-707(a)	WHITE	F	FL	FL
07/02/2014	12:52:00	OPERATOR NOT RESTRAINED BY SEATBELT	No	No	No	No	MD	02 - Automobile	2009	TOYOTA	4 DOOR	GRAY	Citation	22-412.3(b)	WHITE	F	MD	MD
07/02/2014	21:36:00	DRIVER FAILURE TO STOP AT STOP SIGN LINE	No	No	No	No	MD	02 - Automobile	2003	MAZD	4S	BRONZE	Warning	21-707(a)	WHITE	F	MD	MD
07/02/2014	02:55:00	DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE	No	No	No	No	MD	02 - Automobile	2006	TOYT	4S	RED	Citation	21-204(b)	HISPANIC	M	MD	MD
07/02/2014	12:58:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	2011	FORD	TK	BLACK	Warning	13-401(h)	WHITE	M	MD	MD
07/02/2014	04:55:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	No	No	No	No	MD	02 - Automobile	2008	BMW	CN	BLACK	Warning	21-801.1	BLACK	M	MD	MD
07/02/2014	04:29:00	FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER	No	No	No	No	MD	02 - Automobile	2013	HONDA	CIVIC	SILVER	Warning	13-409(b)	ASIAN	M	MD	MD
07/02/2014	21:07:00	TAILLIGHTS (*)	No	No	No	No	MD	02 - Automobile	2006	NISSAN	SENTRA	SILVER	ESERO	56*	HISPANIC	F	MD	MD
07/02/2014	23:46:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	2003	HONDA	HONDA	GRAY	Citation	13-401(h)	BLACK	M	MD	MD
07/02/2014	21:16:00	DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION	No	No	No	No	MD	02 - Automobile	1999	CADILLAC	2S	GREEN	Warning	22-204(f)	WHITE	M	MD	MD
07/02/2014	03:14:00	DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE	No	No	No	No	MD	02 - Automobile	2005	TOYOTA	COROLLA	RED	Warning	13-411(f)	WHITE	F	VA	VA
07/02/2014	09:59:00	DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION	No	No	No	No	MD	02 - Automobile	2000	HONDA	ACCORD	BLACK	Citation	21-1124.2(d2)	OTHER	F	MD	MD
07/02/2014	03:14:00	FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND	No	No	No	No	MD	02 - Automobile	2005	TOYOTA	COROLLA	RED	Warning	22-201.1	WHITE	F	VA	VA
07/02/2014	23:10:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	1999	DODGE	TK	RED	Warning	13-401(h)	BLACK	M	MD	MD
07/02/2014	13:51:00	DRIVER CHANGING LANES WHEN UNSAFE	No	No	No	No	MD	20 - Commercial Rig	2014	FREIGHTLINER	TK	WHITE	Citation	21-309(b)	WHITE	M	MD	MD
07/02/2014	10:43:00	DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103	No	No	No	No	MD	02 - Automobile	1999	ACURA	COUPE	BLUE, LIGHT	Citation	16-303(h)	BLACK	M	MD	MD
07/02/2014	09:00:00	DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION	No	No	No	No	MD	02 - Automobile	2013	MAZDA	CX9	BLUE, DARK	Citation	21-1124.2(d2)	WHITE	M	MD	MD
07/02/2014	08:36:00	DISPLAY SUSPENDED LIC.	No	No	No	No	MD	02 - Automobile	2000	TOYOTA	SOLARA	BLACK	Citation	16-301(e)	BLACK	M	MD	MD
07/02/2014	11:05:00	DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION	No	Yes	No	No	MD	02 - Automobile	2009	DODG	TK	MAROON	Citation	21-402(a)	WHITE	F	MD	MD
07/02/2014	13:41:00	DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE	No	No	No	No	VA	02 - Automobile	2009	DODGE	NEON	GREEN	Warning	13-411(f)	BLACK	M	MD	MD
07/02/2014	12:58:00	FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR	No	No	No	No	MD	02 - Automobile	2011	FORD	TK	BLACK	Warning	13-411(a)	WHITE	M	MD	MD
07/02/2014	02:15:00	FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND	No	No	No	No	MD	02 - Automobile	2005	MAZDA	3	BLACK	Citation	16-112(c)	OTHER	M	VA	VA
07/02/2014	00:29:00	WILLFULLY DRIVING MOTOR VEH. AT SLOW SPEED IMPEDING NORMAL AND REASONABLE TRAFFIC MOVEMENT	No	No	No	No	MD	02 - Automobile	2004	JEEP	TK	BLUE	Warning	21-804(a)	BLACK	F	MD	MD
07/02/2014	02:37:00	FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER	No	No	No	No	MD	02 - Automobile	2001	DODGE	STRATUS	BLUE	Warning	13-409(b)	BLACK	M	MD	MD
07/02/2014	10:43:00	PERSON DRIVING MOTOR VEH. ON HWY. ON REVOKED LIC. AND PRIVILEGE	No	No	No	No	MD	02 - Automobile	1999	ACURA	COUPE	BLUE, LIGHT	Citation	16-303(d)	BLACK	M	MD	MD
07/02/2014	00:28:00	DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN	No	No	No	No	MD	02 - Automobile	2010	CHEVROLET	SUV	SILVER	Citation	21-202(i1)	WHITE	F	MD	MD
07/02/2014	08:35:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	No	No	No	No	MD	02 - Automobile	2004	TOYOTA	CAMRY	WHITE	Warning	21-801.1	BLACK	F	MD	MD
07/02/2014	21:06:00	OPERATOR NOT RESTRAINED BY SEATBELT	No	No	No	No	MD	02 - Automobile	1991	ISUZU	TROOPER	BLUE	Citation	22-412.3(b)	WHITE	M	MD	MD
07/02/2014	17:16:00	DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS	No	No	No	No	MD	02 - Automobile	2012	HYUN	ELANTRA 4D	BLACK	Warning	13-411(d)	WHITE	F	MD	MD
07/02/2014	18:52:00	DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT	No	No	No	No	MD	02 - Automobile	2004	KIA	SPECTRA	SILVER	Warning	23-104	WHITE	M	MD	MD
